timestamp,temp_point1,temp_point2,energy_consumption,production_volume,waste_heat_potential
2023-01-01 00:00:00,168.72700594236812,109.25664644193098,3523.411367471812,836.351497104449,49.22917836713531
2023-01-01 01:00:00,197.5357153204958,127.0950473689179,3493.957598144,898.3406985956861,49.1350178398781
2023-01-01 02:00:00,186.59969709057026,143.64729179382041,4812.509161042073,625.2339493962495,40.127005506636415
2023-01-01 03:00:00,179.93292420985182,136.61124432047805,3499.0923996990123,812.4370498034995,46.8512090086316
2023-01-01 04:00:00,157.80093202212183,140.32805739307247,3543.899452257262,785.8729915718743,39.7624038044656
2023-01-01 05:00:00,157.79972601681013,132.93916833553587,4518.796524835927,916.4151883941356,41.80102946536072
2023-01-01 06:00:00,152.90418060840997,134.61382822589263,3899.47968490108,953.0435302406303,39.2096464206844
2023-01-01 07:00:00,193.30880728874675,142.45978257826596,4553.421113910363,506.0783857386934,32.369714652713604
2023-01-01 08:00:00,180.05575058716045,112.4834004429593,3130.7323151287706,837.0099595293964,41.551058053783485
2023-01-01 09:00:00,185.4036288898023,124.47124818215703,3975.1423873467684,525.9178995598645,40.0476931262328
2023-01-01 10:00:00,151.02922471479013,111.06047209098011,3067.2272003665653,774.429332538678,38.7286415770937
2023-01-01 11:00:00,198.4954926080997,149.38340039983234,3125.306406910709,643.8163645218391,41.240518338412286
2023-01-01 12:00:00,191.62213204002109,147.20296698433066,4812.874906688822,653.3882997610706,39.67427215164497
2023-01-01 13:00:00,160.6169555339138,101.97134056842529,3278.4907422351903,676.4792517261783,41.00956931699624
2023-01-01 14:00:00,159.09124836035502,135.2787586257844,4064.8413645504343,810.6462245248051,36.36516902263834
2023-01-01 15:00:00,159.1702254926717,146.2624158707833,3822.191205201413,667.0249828343847,44.272973773912824
2023-01-01 16:00:00,165.21211214797688,109.02876725636668,3694.6866525176856,866.3495252951402,37.98324164140289
2023-01-01 17:00:00,176.23782158161188,128.39726152763149,4799.666691374545,702.2636927869348,39.12640959489083
2023-01-01 18:00:00,171.5972509321058,145.7744148794021,3043.646793550979,534.1766001549793,30.841698680752863
2023-01-01 19:00:00,164.56145700990209,101.69729892928994,4327.579372351178,891.8799212420536,41.19917771021877
2023-01-01 20:00:00,180.59264473611898,134.871013362342,4926.788868427101,642.879162296353,47.463749548473054
2023-01-01 21:00:00,156.9746930326021,114.86745036862754,4120.336366923684,716.3834397996313,42.466987426827686
2023-01-01 22:00:00,164.6072324267609,146.2198097688265,4873.644924066184,842.7219416109508,50.39190804754279
2023-01-01 23:00:00,168.31809216468457,148.55291225826838,3104.5157585720476,666.228078574356,43.299244889110724
2023-01-02 00:00:00,172.80349921085178,147.21332445567168,3837.586638148323,528.2928280733578,33.52611020083239
2023-01-02 01:00:00,189.25879806965068,123.71071083287319,3520.3155819241024,686.9605235064068,40.71699527902318
2023-01-02 02:00:00,159.983689107918,143.10213254946567,4461.641929961459,972.2242913471517,43.158607649582265
2023-01-02 03:00:00,175.7117219206806,142.2274699267535,4962.594180994493,820.8671986492791,52.715358362581014
2023-01-02 04:00:00,179.6207284431021,115.95502366216279,3513.0601248884955,835.7395743336035,38.003732406847355
2023-01-02 05:00:00,152.3225206359999,141.44577370753387,4308.3492029481495,816.1410768188199,47.404199935246794
2023-01-02 06:00:00,180.37724259507192,101.85038173577463,3396.19526551948,599.4960694797184,42.981129351953626
2023-01-02 07:00:00,158.52620618436458,129.81349392410266,4130.660509143219,709.1669320511401,49.805395473388046
2023-01-02 08:00:00,153.25257964926396,111.50044186438515,3927.8649733766724,875.4698991816591,40.28911005200802
2023-01-02 09:00:00,197.44427686266667,106.02834428886393,4944.010659263075,550.6864487765796,44.56519533340534
2023-01-02 10:00:00,198.28160165372796,103.84766008146046,4217.0545453929335,638.9263880448561,53.424384658430085
2023-01-02 11:00:00,190.41986740582306,134.814438793907,3699.0127441736377,638.1595542329268,39.15670412444135
2023-01-02 12:00:00,165.23068845866854,116.9937481884033,3228.191569775867,716.009463797253,32.245935863346155
2023-01-02 13:00:00,154.8836057003192,136.23833857643808,3302.493657469869,990.1843704710925,36.00640839620674
2023-01-02 14:00:00,184.21165132560785,103.26781703994712,3450.6338599024702,533.751273341911,41.27377545560549
2023-01-02 15:00:00,172.00762468698008,115.76451689153052,3501.933322680596,759.3504971902976,32.26218053946817
2023-01-02 16:00:00,156.10191174223894,126.97456461876686,4701.232115682275,589.6823410061053,36.59220307627701
2023-01-02 17:00:00,174.7588455055635,139.5361582419482,4122.44557656505,985.338272704872,50.46846942851106
2023-01-02 18:00:00,151.71942605576092,115.9376251466035,4046.781822748733,556.6517523637322,37.07451841707921
2023-01-02 19:00:00,195.46602010393912,131.29456882185045,3229.537743738435,701.8005011807957,45.50410253976165
2023-01-02 20:00:00,162.93899908000085,144.29888741180935,4720.27938669887,868.9424924173031,46.719422792639755
2023-01-02 21:00:00,183.1261142176991,130.79315940911522,4445.628606416967,852.2772140137226,52.73777134548406
2023-01-02 22:00:00,165.58555380447055,111.6479737376817,3135.3367238000033,711.3643184469661,34.74199525637648
2023-01-02 23:00:00,176.00340105889055,101.2200390778269,4415.670194459537,673.2620839763591,37.157278241474465
2023-01-03 00:00:00,177.335513967164,143.5049436950465,4087.076434685292,698.8061892764352,39.1087015753286
2023-01-03 01:00:00,159.24272277627637,101.06347054251935,3163.4506914935564,632.1381315793196,40.934618187146604
2023-01-03 02:00:00,198.47923138822793,143.73508363420996,3916.6012830573127,602.6664693533999,47.506600932633916
2023-01-03 03:00:00,188.75664116805572,126.4468567013606,3969.392574260094,741.519848779445,46.25392309831514
2023-01-03 04:00:00,196.97494707820945,146.9533849256448,3331.5490803265516,634.2668780338037,48.979518929555454
2023-01-03 05:00:00,194.74136752138244,139.93916178868326,4891.396294000565,643.730832448625,38.34690344766357
2023-01-03 06:00:00,179.89499894055425,149.89670552666686,4699.950742961324,828.3780317372785,55.08796710585135
2023-01-03 07:00:00,196.09371175115584,117.53559077258551,4338.0446746582165,984.268665849946,57.12576181396329
2023-01-03 08:00:00,154.42462510259597,138.35941444655634,3924.5911220012144,801.8186002796875,45.99950634641111
2023-01-03 09:00:00,159.79914312095727,120.0965456804621,3823.531083169017,538.4897335324831,45.48706189379281
2023-01-03 10:00:00,152.2613644455269,123.99378101519544,4301.946934301908,537.7918069270335,28.20049252976618
2023-01-03 11:00:00,166.26651653816322,131.3752731609185,4090.863738813811,975.711610422783,44.17827057781846
2023-01-03 12:00:00,169.4338644844741,143.68385570931693,3124.546211763771,648.6453951536669,36.548516045340605
2023-01-03 13:00:00,163.5674515886948,149.20417345996475,4025.0052975406634,546.0334930412378,42.370025609019855
2023-01-03 14:00:00,191.43687545759647,138.41367069322592,4612.807234465679,799.5222935751908,41.416920488379716
2023-01-03 15:00:00,167.83766633467945,120.8883391083667,3918.4797551939164,811.8243891451331,46.77062687367029
2023-01-03 16:00:00,164.04672548436903,121.06785011385351,3103.913155108537,824.2524100593441,48.89970713040856
2023-01-03 17:00:00,177.1348041579124,136.87911507944457,4572.556398768066,633.7010139287706,45.280027347526946
2023-01-03 18:00:00,157.04621124873813,111.93885728841512,3402.7275642719487,507.5553421072375,36.27415351401878
